"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","default","tot.payment","principal","interest"
1,"all_other",0.08,156.69,11.27720313,0.5,782,7622,33,0.2,2,0,0,0,5640.84,4437.24190381866,1203.59809618134
1,"all_other",0.0737,543.3,11.67419361,8.61,762,3570,3524,8.7,2,0,0,0,19558.8,15679.0482232397,3879.75177676031
1,"major_purchase",0.1221,149.92,10.78931908,16.7,712,2430,5198,41.6,2,0,0,0,5397.12,3741.79513152812,1655.32486847188
1,"all_other",0.0932,255.58,10.81408209,14.99,762,3600,1575,21.9,0,0,0,0,9200.88,6956.65761767381,2244.22238232619
1,"debt_consolidation",0.1682,675.68,10.81977828,18.41,667,4890.041667,9246,85.6,2,0,1,0,24324.48,14685.8324576366,9638.64754236337
1,"debt_consolidation",0.1537,209.08,11.38531934,13.24,662,5489.958333,24214,68,0,0,0,0,7526.88,4746.37236348486,2780.50763651514
1,"all_other",0.0932,159.74,10.75363848,5.05,792,5430,1767,14.7,0,0,0,0,5750.64,4347.97905879652,1402.66094120348
1,"debt_consolidation",0.0788,375.37,11.60823564,16.27,762,4793,12311,24.9,2,0,0,0,13513.32,10668.2908067698,2845.02919323016
1,"small_business",0.1347,407.08,11.28978191,23.83,692,6390,8762,31.9,3,0,0,0,14654.88,9783.2661043732,4871.6138956268
1,"small_business",0.1316,290.43,10.73639668,7.98,702,3881,553,2.8,1,0,0,0,10455.48,7045.05704728346,3410.42295271654
1,"credit_card",0.1379,68.16,10.88025231,18.07,692,3329.958333,16306,95.9,0,0,0,0,2453.76,1622.42434848099,831.335651519006
1,"all_other",0.1442,55.02,8.998136761,19.14,682,3779.958333,2816,93.9,2,0,0,0,1980.72,1285.13068680593,695.589313194074
1,"all_other",0.0963,144.43,10.54534144,0.82,747,6870,752,27.9,1,0,0,1,5199.48,3894.86344861827,1304.61655138174
1,"debt_consolidation",0.1442,524.34,11.00209984,20.64,712,4529.958333,51790,96.1,1,0,0,1,18876.24,12247.2814307492,6628.95856925083
1,"debt_consolidation",0.1537,519.21,10.59653473,16.89,662,3809.958333,15586,83.3,0,0,0,0,18691.56,11786.7036294479,6904.85637055205
1,"all_other",0.16,140.63,9.775654181,1.7,677,1350,301,8.9,0,0,0,0,5062.68,3132.70230202911,1929.97769797089
1,"debt_consolidation",0.1189,596.96,11.1844214,22.3,747,3689.958333,23518,32.9,2,0,0,0,21490.56,15043.0150765705,6447.5449234295
1,"all_other",0.1537,174.24,10.54534144,0.32,702,3090,260,10.4,1,0,0,0,6272.64,3955.46164441172,2317.17835558828
1,"all_other",0.1505,867.29,11.69524702,3.26,712,3844,3173,6.2,1,1,0,0,31222.44,19878.4666319131,11343.9733680869
1,"all_other",0.1537,313.62,10.46310334,6.27,712,1199.958333,8534,29.3,2,0,0,0,11290.32,7119.5585452273,4170.7614547727
1,"debt_consolidation",0.1253,234.27,10.12647109,21.08,717,3299.958333,4702,61.9,1,0,0,0,8433.72,5791.19091836236,2642.52908163764
1,"debt_consolidation",0.16,457.05,10.67359577,11.08,672,2939.958333,2350,63.5,0,0,0,0,16453.8,10181.3381720999,6272.46182790012
1,"small_business",0.0932,287.53,11.62625415,0.43,802,5460,1074,3.9,1,0,0,0,10351.08,7826.30786763343,2524.77213236657
1,"debt_consolidation",0.1474,138.15,10.16600565,14.72,672,3480,2229,58.7,3,0,0,0,4973.4,3196.0117706959,1777.3882293041
1,"home_improvement",0.0963,320.95,10.6454249,1.14,752,1859.958333,974,4.5,1,0,0,0,11554.2,8655.10229061852,2899.09770938148
1,"all_other",0.16,351.58,11.38504664,11.85,662,2639.958333,12125,69.3,2,0,0,0,12656.88,7831.86713608331,4825.01286391669
1,"small_business",0.1565,699.73,11.00209984,20.74,742,6692,24030,82.9,3,0,0,0,25190.28,15751.8560980715,9438.4239019285
1,"all_other",0.1663,354.7,10.16585182,4.62,687,1229.958333,5785,54.6,1,0,0,1,12769.2,7753.43538982245,5015.76461017755
1,"all_other",0.1442,51.58,11.00209984,12.04,667,3719.958333,2287,47.6,1,0,0,1,1856.88,1204.780821982,652.099178017999
1,"credit_card",0.1316,216.13,11.28978191,17.16,697,4950,22630,53.9,1,0,0,0,7780.68,5242.7372503852,2537.9427496148
1,"all_other",0.1379,306.68,11.28978191,0.09,697,2853,3230,10.3,0,1,0,0,11040.48,7299.9574411994,3740.5225588006
1,"all_other",0.08,313.37,12.10071213,7.26,772,13830,22141,15.2,1,0,0,0,11281.32,8874.20062160733,2407.11937839267
1,"debt_consolidation",0.0963,449.32,11.73606902,7.81,747,7530,17649,58.1,0,0,0,0,16175.52,12116.8735355062,4058.64646449381
1,"all_other",0.0963,307.31,10.95073637,10.72,717,1440,8305,26.9,0,0,0,0,11063.16,8287.27055594322,2775.88944405678
1,"credit_card",0.1411,684.58,11.60823564,13.18,702,5579.958333,25277,80.8,0,1,0,0,24644.88,16139.4917297358,8505.38827026419
1,"debt_consolidation",0.0768,86.56,9.823361508,4.55,762,4590,1223,6.6,1,0,0,0,3116.16,2474.90367128958,641.256328710422
1,"debt_consolidation",0.1411,123.23,10.51867319,3.31,697,3659.958333,3437,90.4,1,1,0,0,4436.28,2905.24053559167,1531.03946440833
1,"small_business",0.1284,504.27,11.35040654,11.92,722,5489.958333,27662,73.4,0,0,0,0,18153.72,12350.240028453,5803.47997154701
1,"debt_consolidation",0.1505,143.97,9.392661929,5.8,682,1260,1950,67.2,0,0,0,0,5182.92,3299.82225206854,1883.09774793146
1,"small_business",0.1411,123.23,10.30895266,0.04,727,6239.958333,1,0,0,0,1,0,4436.28,2905.24053559167,1531.03946440833
1,"debt_consolidation",0.1316,67.55,10.1266311,9.55,687,5249.958333,635,42.3,0,0,0,1,2431.8,1638.58280323657,793.217196763428
1,"debt_consolidation",0.1537,334.53,11.15625052,17.04,667,5580.958333,22875,86,0,0,0,0,12043.08,7594.24118402808,4448.83881597192
1,"credit_card",0.0963,320.95,10.77895629,13.8,742,5249.958333,9660,60.4,2,0,0,0,11554.2,8655.10229061852,2899.09770938148
1,"debt_consolidation",0.0768,249.53,10.81977828,11.59,722,2130,9287,27.9,2,0,0,0,8983.08,7134.50454132265,1848.57545867735
1,"debt_consolidation",0.0932,255.58,10.69194491,15.16,762,9300,24142,49.4,0,0,0,0,9200.88,6956.65761767381,2244.22238232619
1,"home_improvement",0.1347,223.89,10.54534144,11.34,687,1650,2415,14.3,2,0,0,0,8060.04,5380.70022626539,2679.33977373461
1,"debt_consolidation",0.08,313.37,11.3736634,4.9,797,5899.958333,33850,57.9,3,0,0,0,11281.32,8874.20062160733,2407.11937839267
1,"home_improvement",0.0774,280.97,11.77535127,1.68,777,5352.958333,6638,40.7,0,0,0,0,10114.92,8018.98264463797,2095.93735536203
1,"major_purchase",0.1537,95.83,11.28978191,3.55,687,1410,64,1.2,1,0,0,0,3449.88,2175.45850197415,1274.42149802585
1,"small_business",0.1663,425.64,11.47210347,15.46,672,5219.958333,24249,97,1,1,0,0,15323.04,9304.12246778694,6018.91753221306
1,"all_other",0.08,282.03,10.95080655,9.62,772,5969.958333,57033,29.8,0,0,0,0,10153.08,7986.6956036376,2166.3843963624
1,"educational",0.0963,48.15,10.08580911,9.8,757,1619.958333,0,0,0,0,0,0,1733.4,1298.46759711258,434.932402887423
1,"all_other",0.1253,117.14,11.75978554,19.28,702,11309.95833,16146,54.4,3,0,0,1,4217.04,2895.71905996059,1321.32094003941
1,"major_purchase",0.1189,198.99,10.46321762,11.55,737,1889.958333,1003,43.6,2,0,0,0,7163.64,5014.42235675215,2149.21764324785
1,"all_other",0.1284,201.71,10.35774282,5.83,742,11069.95833,7699,69.4,1,0,0,1,7261.56,4940.14499402949,2321.41500597051
1,"debt_consolidation",0.1442,226.93,10.30895266,11.08,697,1199.958333,6593,55.9,2,0,0,0,8169.48,5300.52175130623,2868.95824869377
1,"major_purchase",0.1505,104.08,10.63585545,18.95,662,2370,4285,44.6,3,1,0,0,3746.88,2385.53518090778,1361.34481909222
1,"debt_consolidation",0.1322,676.02,11.26446411,0.65,727,1698.958333,5142,27.2,0,0,0,1,24336.72,16368.9511994331,7967.76880056694
1,"debt_consolidation",0.1253,127.18,10.51856508,12.36,732,3749.958333,168,56,0,0,0,0,4578.48,3143.90942501099,1434.57057498901
1,"debt_consolidation",0.1284,215.16,10.1266311,15.07,702,2430,4072,23.8,0,0,0,0,7745.76,5269.55330382919,2476.20669617081
1,"debt_consolidation",0.1632,439.66,10.66886237,12.5,667,1470,7722,82.1,2,0,0,0,15827.76,9700.38291405478,6127.37708594522
1,"home_improvement",0.1284,672.36,10.6454249,1.49,752,3900,1954,6.4,5,0,0,0,24204.96,16466.986704604,7737.97329539602
1,"debt_consolidation",0.1253,133.87,11.31442574,20.91,702,4590,36462,81,1,0,0,0,4819.32,3309.28726785832,1510.03273214168
1,"educational",0.1253,602.4,11.58988651,11.67,727,8220,14191,61.2,1,0,0,0,21686.4,14891.4219030242,6794.97809697577
1,"all_other",0.0737,111.77,10.694079,12.38,772,2010,1060,8.6,2,0,0,0,4023.72,3225.56086860206,798.159131397937
1,"debt_consolidation",0.08,188.02,10.57131693,6.65,752,2880,4487,11.1,0,0,0,0,6768.72,5324.4637357584,1444.2562642416
1,"debt_consolidation",0.1189,281.9,10.71441777,17.04,732,3719.958333,14439,32.2,1,0,0,0,10148.4,7103.70200697739,3044.69799302261
1,"all_other",0.1189,50.58,11.5002049,8.12,677,3359.958333,36192,84.6,0,0,0,1,1820.88,1274.58406354351,546.295936456486
1,"all_other",0.1284,168.09,10.97002421,0.23,767,3630,11,0.1,0,0,0,1,6051.24,4116.746676151,1934.493323849
1,"debt_consolidation",0.1221,333.15,10.46310334,9.53,717,3540,9985,52.3,0,0,0,0,11993.4,8314.96163332839,3678.43836667161
1,"home_improvement",0.1379,272.61,12.06155541,2.44,687,5377,14324,53.4,2,0,0,0,9813.96,6488.98329870017,3324.97670129983
1,"major_purchase",0.1442,51.58,10.93596004,19.85,672,4320,15198,84,0,0,0,0,1856.88,1204.780821982,652.099178017999
1,"all_other",0.0963,481.42,10.77895629,12.57,712,8159.958333,10,0.1,0,0,0,0,17331.12,12982.5186002479,4348.60139975209
1,"debt_consolidation",0.1663,141,11.47210347,18.46,682,11490,39502,87.6,0,0,0,0,5076,3082.13811661958,1993.86188338042
1,"debt_consolidation",0.1284,504.27,10.91508846,14.99,712,6629.958333,9483,57.8,0,0,0,0,18153.72,12350.240028453,5803.47997154701
1,"all_other",0.0963,304.9,10.91508846,9.16,747,7049.958333,28962,66.9,0,0,0,0,10976.4,8222.27975824766,2754.12024175234
1,"all_other",0.0768,124.77,10.49957302,0.93,742,1919.958333,1410,67.1,0,0,0,0,4491.72,3567.3952295148,924.324770485205
1,"all_other",0.1442,110.03,10.57131693,3.82,687,1859.958333,6039,28.1,2,0,0,0,3961.08,2570.02779842341,1391.05220157659
1,"debt_consolidation",0.16,421.89,10.81985828,11.33,662,2730,11660,67,2,0,0,0,15188.04,9398.10690608734,5789.93309391266
1,"all_other",0.1189,497.46,11.77528973,7.31,747,3150,9642,30,0,0,0,0,17908.56,12535.6779013514,5372.88209864855
1,"all_other",0.08,31.34,10.1266311,9.26,742,1979.958333,3106,31.4,0,0,0,0,1128.24,887.505017969728,240.734982030272
1,"all_other",0.08,175.49,11.22524339,13.31,782,5490,0,0,1,0,0,0,6317.64,4969.6316401885,1348.0083598115
1,"debt_consolidation",0.1221,399.78,11.00209984,17.32,727,3990,19817,61.4,2,0,0,0,14392.08,9977.95395999407,4414.12604000593
1,"credit_card",0.1221,326.49,11.17043516,10.48,722,6390,9630,36.6,0,0,1,0,11753.64,8148.73727649823,3604.90272350176
1,"all_other",0.1411,246.45,10.66886237,13.62,702,3449.958333,1621,40.5,1,0,0,0,8872.2,5810.2453136133,3061.9546863867
1,"all_other",0.1189,212.25,11.00209984,1.62,797,9120.958333,3391,6.2,2,0,0,0,7641,5348.56598432406,2292.43401567594
1,"all_other",0.08,188.02,11.28978191,7.75,757,3059.958333,12454,29.8,0,0,0,0,6768.72,5324.4637357584,1444.2562642416
1,"small_business",0.1221,116.61,11.12732181,17.82,727,6719.958333,53059,89.9,3,0,0,0,4197.96,2910.42376125596,1287.53623874404
1,"debt_consolidation",0.1474,345.37,11.73610102,9.34,677,5762,12403,39.8,2,1,0,0,12433.32,7989.91375494205,4443.40624505795
1,"all_other",0.0768,155.96,10.37349118,15,782,3485,695,8.2,0,0,0,0,5614.56,4459.17255746676,1155.38744253324
1,"small_business",0.1221,273.19,10.4341158,8.72,732,3480,6383,48.7,1,0,0,0,9834.84,6818.44324961424,3016.39675038576
1,"all_other",0.1392,109.24,11.1844214,2.2,677,5550,2596,12.5,3,0,0,0,3932.64,2590.13748180196,1342.50251819804
1,"debt_consolidation",0.1284,252.14,10.46321762,21.36,707,3419.958333,10638,61.8,0,0,0,0,9077.04,6175.24247084724,2901.79752915276
1,"all_other",0.1474,41.45,9.814656339,2.56,687,1470,1716,71.5,0,0,0,0,1492.2,958.91920300648,533.28079699352
1,"all_other",0.1379,85.19,10.15812977,14.93,677,5430,1838,73.5,0,0,0,0,3066.84,2027.79240385998,1039.04759614002
1,"home_improvement",0.0932,319.47,12.01971897,15.02,752,12033,56153,44.3,1,0,0,0,11500.92,8695.68592659149,2805.23407340851
1,"debt_consolidation",0.1316,287.05,10.37349118,3.9,697,2250.958333,9172,44.7,0,0,0,0,10333.8,6963.06726379065,3370.73273620936
1,"debt_consolidation",0.1316,202.63,11.15625052,23.91,692,2130,22713,43.1,1,0,0,0,7294.68,4915.26326306183,2379.41673693817
1,"all_other",0.1284,33.62,10.08580911,24.35,687,3480,2533,38.4,0,0,1,0,1210.32,823.398317878497,386.921682121503
1,"small_business",0.0932,95.85,10.08580911,0.95,762,6544,1870,5.5,0,0,0,0,3450.6,2608.95074987884,841.649250121156
1,"all_other",0.0768,187.15,12.20609265,5.61,712,3840,7926,49.8,3,0,0,0,6737.4,5350.94988541872,1386.45011458128
1,"all_other",0.08,250.69,10.52002363,12.63,712,5219.958333,12269,19.3,2,0,0,0,9024.84,7099.19058566787,1925.64941433213
1,"debt_consolidation",0.1284,181.54,10.46310334,23.07,707,1499.958333,7828,23.9,2,0,0,0,6535.44,4446.15498595069,2089.28501404931
1,"debt_consolidation",0.1347,305.31,11.1844214,12.85,687,3510,8081,58.1,0,1,0,0,10991.16,7337.4495782799,3653.7104217201
1,"debt_consolidation",0.0932,255.58,11.08214255,1.94,782,4650,3845,25.6,0,0,0,0,9200.88,6956.65761767381,2244.22238232619
1,"debt_consolidation",0.1221,499.73,11.29725393,3.48,742,6780,11774,44.4,0,0,0,0,17990.28,12472.5672430533,5517.71275694673
1,"debt_consolidation",0.16,285.66,11.08214255,15.88,702,5549.958333,21438,90.6,1,0,1,1,10283.76,6363.41989332032,3920.34010667968
1,"debt_consolidation",0.08,156.69,10.91501573,7.53,762,5219.958333,6576,25.2,0,0,0,0,5640.84,4437.24190381866,1203.59809618134
1,"home_improvement",0.1568,192.51,11.12726298,11.42,662,3779.958333,10311,88.9,0,1,1,0,6930.36,4329.75847020075,2600.60152979925
1,"debt_consolidation",0.1411,198.53,11.35040654,4.62,687,2010,6419,45.5,0,0,0,0,7147.08,4680.49503798599,2466.58496201401
1,"home_improvement",0.1221,666.3,11.66137995,9.22,807,7439.958333,0,0,2,0,0,0,23986.8,16629.9232666568,7356.87673334322
1,"debt_consolidation",0.1284,605.13,10.31374118,12.74,727,3510,22099,84.7,0,0,0,0,21784.68,14820.4349820885,6964.24501791152
1,"credit_card",0.2086,902.54,11.69065315,20.92,667,6300.041667,45414,98.3,0,1,0,0,32491.44,17377.5070211367,15113.9329788633
1,"all_other",0.0768,77.98,11.05089001,14.74,747,7079.958333,27222,42.9,1,0,0,0,2807.28,2229.58627873338,577.693721266621
1,"debt_consolidation",0.0963,346.62,11.58058411,9.41,737,10170,4229,7.1,0,0,0,0,12478.32,9347.34867105216,3130.97132894784
1,"small_business",0.1474,268.53,10.4341158,13.59,677,2040,22556,73,0,0,0,0,9667.08,6212.26956775223,3454.81043224777
1,"credit_card",0.1221,506.39,10.858999,19.32,737,3991,32709,53.6,0,0,0,0,18230.04,12638.7915998834,5591.24840011657
1,"all_other",0.1221,263.19,10.81977828,7.25,737,4109.958333,2140,6,3,0,0,0,9474.84,6568.85712824764,2905.98287175236
1,"all_other",0.0963,192.57,11.17883639,9.49,777,3419.958333,257,3.6,0,0,0,0,6932.52,5193.06137437111,1739.45862562889
1,"all_other",0.1379,238.53,11.15625052,21.53,682,1890.958333,8299,58.9,0,0,0,0,8587.08,5677.77112445968,2909.30887554032
1,"debt_consolidation",0.0932,325.86,11.57119437,0.17,767,4409.958333,9943,10.9,0,0,0,0,11730.96,8869.61597658341,2861.34402341659
1,"debt_consolidation",0.08,313.37,10.34817337,7.62,772,3510,944,19.7,2,0,0,1,11281.32,8874.20062160733,2407.11937839267
1,"debt_consolidation",0.1537,139.39,9.996431298,1.91,662,2760,370,21.8,1,0,0,0,5018.04,3164.32391307708,1853.71608692292
1,"debt_consolidation",0.1189,464.3,10.37349118,17.81,737,5790,4577,16.2,2,0,0,0,16714.8,11700.0668387357,5014.73316126426
1,"debt_consolidation",0.16,215.34,11.1123882,16.25,667,4859.958333,5636,49.9,2,1,0,0,7752.24,4796.95736129524,2955.28263870476
1,"debt_consolidation",0.1316,202.63,10.7701888,20.02,687,3240,18634,70.6,1,0,0,0,7294.68,4915.26326306183,2379.41673693817
1,"credit_card",0.1379,115.86,11.05089001,20.11,692,3990,18212,56.4,1,0,0,0,4170.96,2757.83575432817,1413.12424567183
1,"all_other",0.0963,115.54,11.31812639,0.58,762,1499.958333,849,1.9,0,0,0,0,4159.44,3115.78289035072,1043.65710964928
1,"educational",0.1221,233.21,9.210340372,0,717,1334,0,0,2,0,0,0,8395.56,5820.59793639056,2574.96206360944
1,"all_other",0.1253,200.8,10.89673933,6.36,742,2790,1510,50.3,1,0,0,0,7228.8,4963.80730100808,2264.99269899192
1,"all_other",0.0737,111.77,10.6454249,6.57,772,4529.958333,2521,22.1,0,0,0,0,4023.72,3225.56086860206,798.159131397937
1,"debt_consolidation",0.08,238.16,10.40426284,12.29,777,8310,1805,8.7,2,0,0,0,8573.76,6744.35849009797,1829.40150990203
1,"debt_consolidation",0.0963,481.42,11.22524339,24.5,787,6540,5544,11.3,0,0,0,0,17331.12,12982.5186002479,4348.60139975209
1,"debt_consolidation",0.1758,790.73,12.21602298,14.03,667,3540,31008,79.8,3,0,0,1,28466.28,16799.0145826792,11667.2654173208
1,"small_business",0.1221,266.52,10.46310334,1.3,732,1652,2722,36.8,2,0,0,0,9594.72,6651.96930666271,2942.75069333729
1,"debt_consolidation",0.1189,397.97,11.46154796,1.92,742,6904,14989,25,1,0,0,0,14326.92,10028.5927198184,4298.32728018165
1,"home_improvement",0.1379,340.76,10.49127422,12.3,732,8130.958333,6729,97.5,1,0,0,1,12267.36,8111.1696154399,4156.1903845601
1,"debt_consolidation",0.1474,448.98,10.46310334,16.39,677,2790,21124,87.3,3,0,0,0,16163.28,10386.8647470651,5776.41525293488
1,"all_other",0.1568,367.52,11.00209984,14.42,677,5490,24151,61.1,3,0,0,0,13230.72,8265.92298045909,4964.79701954091
1,"debt_consolidation",0.1316,506.56,10.34174248,13.16,757,6450,4923,70.3,2,0,0,0,18236.16,12287.7942976687,5948.36570233134
1,"debt_consolidation",0.1411,513.44,11.05089001,22.67,702,3150,26803,92.7,0,0,0,0,18483.84,12104.7366760869,6379.10332391312
1,"educational",0.1284,228.61,9.903487553,14.58,687,2249,7783,84.6,0,0,0,0,8229.96,5598.96161362889,2630.99838637112
1,"debt_consolidation",0.0932,415.31,11.40756495,8.51,782,4230,9957,29.6,0,0,0,0,14951.16,11304.3644854688,3646.79551453122
1,"all_other",0.08,250.69,11.51288546,4.32,712,7109.958333,5262,28.4,0,1,0,0,9024.84,7099.19058566787,1925.64941433213
1,"small_business",0.1221,533.04,10.96819829,7.49,772,3719.958333,10144,15.6,0,0,0,0,19189.44,13303.9386133254,5885.50138667457
1,"all_other",0.0963,256.76,10.83958091,0.24,792,3389.958333,132,6.6,3,0,0,0,9243.36,6924.08183249481,2319.27816750519
1,"small_business",0.1316,515,11.1844214,17.68,722,5310,6759,0,3,0,0,0,18540,12492.5261830768,6047.47381692325
1,"credit_card",0.0932,76.68,10.90595598,4.69,737,5609.958333,2184,72.1,1,0,0,0,2760.48,2087.16059990308,673.319400096925
1,"home_improvement",0.1347,508.84,10.6454249,14.34,712,4559.958333,8644,47,0,0,0,0,18318.24,12228.8423026168,6089.39769738316
1,"credit_card",0.0963,102.71,10.63933496,19.58,717,8340,6479,38.1,1,0,0,0,3697.56,2769.79453581376,927.765464186235
1,"home_improvement",0.08,338.43,11.81303006,6.82,792,4710,10232,19.1,2,0,0,0,12183.48,9583.86481274713,2599.61518725287
1,"debt_consolidation",0.1442,343.83,10.91508846,23.41,682,3419.958333,20344,86,0,0,0,0,12377.88,8031.01570418905,4346.86429581095
1,"small_business",0.1316,378.23,11.06350847,4.25,732,5219.958333,8897,19.1,3,0,0,1,13616.28,9174.85083150509,4441.42916849491
1,"credit_card",0.1442,469.33,11.06563786,22.43,682,3510,34847,68.1,1,1,0,0,16895.88,10962.3843191317,5933.49568086831
1,"home_improvement",0.1316,324.2,9.998797732,16.36,732,4139.958333,11246,93.7,0,0,0,0,11671.2,7864.22716223977,3806.97283776023
1,"credit_card",0.1379,163.57,11.25609586,16.93,677,4980,19146,33.9,3,0,0,0,5888.52,3893.48519191661,1995.03480808339
1,"all_other",0.1253,334.67,11.40756495,20.4,762,12209.95833,28872,21.1,1,0,0,0,12048.12,8273.0945688664,3775.0254311336
1,"all_other",0.1189,149.24,10.87221892,13.03,722,2729.958333,850,14.2,0,1,0,0,5372.64,3760.75376914263,1611.88623085737
1,"all_other",0.0963,449.32,11.22524339,1.94,812,3389.958333,45050,6.4,0,0,0,0,16175.52,12116.8735355062,4058.64646449381
1,"educational",0.16,112.51,9.903487553,6.3,677,1259.958333,1715,39.9,0,0,0,0,4050.36,2506.29549883592,1544.06450116408
1,"credit_card",0.08,156.69,10.4341158,15.85,767,10170,5748,12.3,0,1,0,0,5640.84,4437.24190381866,1203.59809618134
1,"all_other",0.1189,165.82,10.11633831,6.69,717,8489.958333,9764,22.7,3,0,0,0,5969.52,4178.55930045048,1790.96069954952
1,"debt_consolidation",0.0932,95.85,10.87804719,11.34,782,5279.958333,722,3.2,0,0,0,0,3450.6,2608.95074987884,841.649250121156
1,"credit_card",0.1474,621.67,10.93310697,16.33,682,3270,18451,65.2,2,0,0,0,22380.12,14381.9372963339,7998.18270366615
1,"educational",0.1411,136.92,11.22524339,15.63,672,4469.958333,6855,53.6,0,0,0,0,4929.12,3227.99264897518,1701.12735102482
1,"credit_card",0.1221,346.48,11.32962743,13.81,722,3150,17610,76.9,0,0,0,0,12473.28,8647.65993311008,3825.62006688993
1,"credit_card",0.1189,58.04,10.8620712,2.65,712,8819.958333,3002,5.1,3,1,0,0,2089.44,1462.57135326345,626.868646736545
1,"credit_card",0.0932,247.59,11.30220443,13.11,757,6090,18540,29.6,0,0,0,0,8913.24,6739.17700743352,2174.06299256648
1,"debt_consolidation",0.1758,503.19,11.36210258,21.93,662,3570,18991,95,0,0,1,0,18114.84,10690.2433799885,7424.59662001146
1,"debt_consolidation",0.1347,165.38,10.53209621,21.09,692,3510,10800,54.3,1,0,0,0,5953.68,3974.54197784524,1979.13802215476
1,"home_improvement",0.1189,464.3,11.58988651,11.34,732,3719.958333,47016,37.1,0,0,0,0,16714.8,11700.0668387357,5014.73316126426
1,"debt_consolidation",0.1347,254.42,11.08214255,13.75,722,7140,40310,66.7,1,0,0,0,9159.12,6114.42115130842,3044.69884869158
1,"all_other",0.1347,409.62,11.63539085,10.02,707,4169.958333,20460,39.8,1,0,0,0,14746.32,9844.30937818943,4902.01062181057
1,"home_improvement",0.0963,256.76,10.71441777,1.28,777,2550,25,0.1,0,0,0,0,9243.36,6924.08183249481,2319.27816750519
1,"educational",0.1568,87.51,10.3768605,23.88,667,1499.958333,8072,92.8,1,0,0,1,3150.36,1968.1947105463,1182.1652894537
1,"debt_consolidation",0.1726,521.56,12.10071213,12.12,677,6961,67579,61,0,1,0,0,18776.16,11187.3981542549,7588.76184574514
1,"credit_card",0.1347,271.39,10.55093105,12.59,687,3420.958333,5545,60.9,3,0,1,1,9770.04,6522.25751219869,3247.78248780131
1,"debt_consolidation",0.1347,106.01,10.81977828,21.62,682,11429.95833,13427,30,0,0,0,0,3816.36,2547.71553435345,1268.64446564655
1,"debt_consolidation",0.1316,324.2,10.46310334,16.15,697,4204,14852,79.4,0,0,0,0,11671.2,7864.22716223977,3806.97283776023
1,"credit_card",0.0963,481.42,10.6666271,10.49,777,6329.958333,4963,15.8,0,0,0,0,17331.12,12982.5186002479,4348.60139975209
1,"all_other",0.1379,67.3,11.33260191,13.42,677,5579.958333,11386,55,2,2,1,0,2422.8,1601.95361873197,820.846381268032
1,"debt_consolidation",0.0932,223.63,10.30895266,11.8,737,2160,5842,30.9,1,0,0,0,8050.68,6087.0073677142,1963.6726322858
1,"debt_consolidation",0.1316,317.44,10.96812932,24.31,712,6359.958333,23802,59.2,1,0,0,1,11427.84,7700.24759525415,3727.59240474585
1,"small_business",0.1158,594.25,11.49272276,5.08,752,3994,7921,14.2,0,0,0,0,21393,15114.6393223567,6278.36067764329
1,"credit_card",0.1474,55.26,9.210340372,18.12,667,1710,5704,80.3,0,0,0,0,1989.36,1278.40470827836,710.955291721639
1,"all_other",0.0963,224.66,10.77895629,10.35,757,5519.958333,2108,10.9,1,0,0,0,8087.76,6058.43676775309,2029.32323224691
1,"all_other",0.1284,67.24,9.61580548,15.28,707,1290,1545,18.6,1,0,0,0,2420.64,1646.79663575699,773.843364243007
1,"debt_consolidation",0.1316,405.25,10.44278401,23.06,687,3719.958333,5244,27.5,1,1,0,0,14589,9830.28395279972,4758.71604720028
1,"credit_card",0.0932,383.37,10.89673933,6.58,787,5340,5300,31.2,0,0,0,0,13801.32,10434.9864265107,3366.33357348928
1,"debt_consolidation",0.1347,678.46,10.6454249,19.89,722,4169.958333,20563,97,0,0,0,0,24424.56,16305.2832887222,8119.27671127777
1,"all_other",0.0932,95.85,10.71441777,17.04,737,4950,2009,14.3,0,0,0,0,3450.6,2608.95074987884,841.649250121156
1,"home_improvement",0.1253,167.34,10.87804719,14.08,707,3809.958333,12053,87.3,3,0,0,0,6024.24,4136.67088521261,1887.56911478739
1,"home_improvement",0.0932,239.61,10.858999,22.83,757,5010,1447,6.9,3,0,0,0,8625.96,6521.96858819478,2103.99141180522
1,"credit_card",0.0963,417.23,10.93310697,6.81,747,3719.958333,21456,27.7,1,0,0,0,15020.28,11251.4981421242,3768.7818578758
1,"small_business",0.1095,327.14,11.08214255,11.72,737,2766.958333,1208,3.5,2,0,0,0,11777.04,8479.50328583262,3297.53671416738
1,"credit_card",0.16,878.94,12.06681058,15.43,687,5249.958333,35010,65.7,1,0,1,0,31641.84,19579.4450781872,12062.3949218128
1,"debt_consolidation",0.1379,579.29,10.81977828,16,707,3210,17613,76.6,2,0,0,0,20854.44,13788.9407398996,7065.49926010042
1,"small_business",0.16,158.21,10.37349118,17.48,672,1320,1404,93.6,3,0,0,0,5695.56,3524.31793503538,2171.24206496462
1,"credit_card",0.08,172.35,11.00874438,22.45,752,4234,14026,51.4,0,0,0,0,6204.6,4880.71122677354,1323.88877322646
1,"all_other",0.0963,32.1,8.612503371,3.71,767,1650,566,8.6,0,0,0,0,1155.6,865.645064741718,289.954935258282
